id,idade,altura,peso,imc,sexo,escolaridade,profissao,fumante.f,fumante.n,salario,carros,filhos
8903,33,1.48,54.04,24.67,F,PósDoc,Biológicas,não,0,7592.09,1,2
8904,42,1.61,59.22,22.85,F,Mestrado,Exatas,sim,1,20557.49,2,1
8905,41,1.58,58.19,23.31,F,Mestrado,Biológicas,não,0,17982.18,0,2
8906,45,1.64,60.75,22.59,M,2º Grau,Exatas,sim,1,24367.59,1,1
8907,43,1.62,59.82,22.79,F,Doutorado,Humanas,não,0,22051.4,1,0
8908,31,1.44,52.51,25.32,F,Doutorado,Biológicas,não,0,3768.45,0,2
8909,40,1.58,58.14,23.29,M,Mestrado,Humanas,não,0,17850.06,0,0
8910,36,1.52,55.8,24.15,M,PósDoc,Biológicas,sim,1,11991.33,2,2
8911,40,1.57,57.92,23.5,M,Doutorado,Humanas,não,0,17298.96,1,0
8912,52,1.74,64.52,21.31,F,1º Grau,Humanas,não,0,33794.46,1,0
8913,36,1.51,55.35,24.28,M,1º Grau,Exatas,sim,1,10863.59,3,1
8914,35,1.5,54.87,24.39,F,Doutorado,Biológicas,sim,1,9672.05,2,2
8915,29,1.41,51.47,25.89,M,PósDoc,Exatas,não,0,1173.97,1,1
8916,34,1.48,54.19,24.74,F,1º Grau,Exatas,não,0,7968.3,2,1
8917,32,1.46,53.21,24.96,M,Mestrado,Exatas,sim,1,5535.18,3,1
8918,40,1.57,57.99,23.53,M,Mestrado,Exatas,sim,1,17484.54,1,1
8919,38,1.54,56.59,23.86,F,1º Grau,Biológicas,sim,1,13970.86,3,2
8920,37,1.52,55.96,24.22,F,PósDoc,Humanas,sim,1,12404.84,2,0
8921,32,1.46,53.39,25.05,F,Doutorado,Humanas,não,0,5964.43,0,0
8922,30,1.43,52.28,25.57,M,1º Grau,Biológicas,não,0,3207,1,2
8923,32,1.45,53.06,25.24,M,1º Grau,Humanas,não,0,5160.69,2,0
8924,45,1.64,60.65,22.55,M,1º Grau,Exatas,não,0,24116.54,1,1
8925,26,1.37,49.6,26.43,M,1º Grau,Biológicas,não,0,3491.74,0,2
8926,32,1.46,53.27,24.99,M,Mestrado,Biológicas,sim,1,5665.16,2,2
8927,24,1.35,48.93,26.85,F,Doutorado,Biológicas,sim,1,5174.57,3,2
8928,33,1.47,53.89,24.94,M,PósDoc,Exatas,não,0,7234.72,2,1
8929,37,1.53,56.38,24.08,M,Analfabeto,Exatas,não,0,13457.18,3,1
8930,39,1.55,57.01,23.73,F,Mestrado,Exatas,não,0,15025.39,0,1
8931,43,1.61,59.53,22.97,F,Mestrado,Exatas,não,0,21319.03,3,1
8932,26,1.37,49.73,26.5,F,PósDoc,Biológicas,sim,1,3172.22,0,2
8933,37,1.53,56.14,23.98,F,3º Grau,Biológicas,não,0,12837.95,1,2
8934,35,1.5,54.88,24.39,F,1º Grau,Exatas,não,0,9693.77,2,1
8935,33,1.47,53.66,24.83,M,2º Grau,Biológicas,sim,1,6655.9,2,2
8936,39,1.56,57.37,23.57,F,PósDoc,Biológicas,sim,1,15923.03,3,2
8937,33,1.48,54.05,24.68,M,2º Grau,Biológicas,sim,1,7618.26,0,2
8938,34,1.48,54.21,24.75,F,2º Grau,Biológicas,não,0,8032.54,1,2
8939,36,1.52,55.65,24.09,M,Doutorado,Biológicas,sim,1,11619.55,3,2
8940,31,1.44,52.74,25.43,M,PósDoc,Exatas,não,0,4345.68,3,1
8941,36,1.51,55.36,24.28,M,3º Grau,Biológicas,não,0,10892.02,0,2
8942,39,1.56,57.36,23.57,F,Mestrado,Humanas,sim,1,15891.54,2,0
8943,36,1.51,55.44,24.31,M,Analfabeto,Exatas,não,0,11107.37,3,1
8944,23,1.33,48.22,27.26,M,Doutorado,Humanas,não,0,6957.24,1,0
8945,44,1.63,60.39,22.73,F,3º Grau,Exatas,não,0,23469.71,2,1
8946,30,1.43,52.16,25.51,F,1º Grau,Exatas,não,0,2896.23,0,1
8947,32,1.45,53.07,25.24,F,PósDoc,Biológicas,sim,1,5166.51,1,2
8948,32,1.46,53.22,24.97,F,Analfabeto,Biológicas,sim,1,5552.79,3,2
8949,36,1.52,55.68,24.1,M,2º Grau,Exatas,não,0,11698.37,3,1
8950,35,1.49,54.77,24.67,F,PósDoc,Exatas,sim,1,9420.28,0,1
8951,38,1.54,56.7,23.91,F,1º Grau,Biológicas,sim,1,14239,0,2
8952,25,1.35,49.14,26.96,M,1º Grau,Exatas,sim,1,4656.08,1,1
8953,32,1.46,53.44,25.07,F,Doutorado,Humanas,não,0,6095.04,3,0
8954,32,1.46,53.35,25.03,F,Analfabeto,Humanas,sim,1,5869.24,1,0
8955,37,1.52,55.94,24.21,M,Mestrado,Biológicas,não,0,12360.25,1,2
8956,26,1.37,49.96,26.62,F,Doutorado,Humanas,não,0,2598.94,0,0
8957,38,1.54,56.58,23.86,M,1º Grau,Biológicas,não,0,13957.46,2,2
8958,42,1.6,58.98,23.04,F,1º Grau,Biológicas,sim,1,19955.59,1,2
8959,42,1.6,58.87,23,F,Analfabeto,Biológicas,não,0,19679.69,3,2
8960,27,1.38,50.37,26.45,F,Mestrado,Biológicas,não,0,1575.01,3,2
8961,35,1.5,55.11,24.49,M,PósDoc,Humanas,sim,1,10269.79,1,0
8962,28,1.41,51.26,25.78,M,PósDoc,Biológicas,não,0,639.88,3,2
8963,41,1.59,58.57,23.17,M,Doutorado,Exatas,não,0,18936.28,0,1
8964,33,1.47,53.7,24.85,M,3º Grau,Biológicas,não,0,6754.79,1,2
8965,32,1.46,53.32,25.01,F,3º Grau,Exatas,não,0,5811.74,1,1
8966,28,1.39,50.74,26.26,F,Analfabeto,Humanas,não,0,648.43,1,0
8967,53,1.75,65.04,21.24,M,2º Grau,Exatas,não,0,35101.04,2,1
8968,35,1.5,54.88,24.39,F,Doutorado,Biológicas,sim,1,9693.58,1,2
8969,33,1.48,54.04,24.67,M,Analfabeto,Humanas,não,0,7607.42,2,0
8970,38,1.54,56.56,23.85,F,Mestrado,Humanas,não,0,13894.68,1,0
8971,43,1.62,59.84,22.8,F,Mestrado,Humanas,não,0,22100.47,1,0
8972,37,1.53,56.21,24.01,F,PósDoc,Humanas,não,0,13016.05,1,0
8973,44,1.64,60.42,22.46,F,Doutorado,Humanas,não,0,23545.14,2,0
8974,41,1.58,58.36,23.38,M,3º Grau,Exatas,sim,1,18405.53,0,1
8975,34,1.49,54.57,24.58,M,1º Grau,Exatas,não,0,8934,3,1
8976,38,1.54,56.7,23.91,F,Mestrado,Biológicas,não,0,14260.93,1,2
8977,42,1.61,59.25,22.86,M,1º Grau,Exatas,sim,1,20626.13,1,1
8978,38,1.54,56.71,23.91,M,3º Grau,Exatas,sim,1,14287.26,2,1
8979,43,1.62,59.66,22.73,F,3º Grau,Biológicas,sim,1,21640.26,0,2
8980,37,1.53,56.28,24.04,M,Analfabeto,Exatas,não,0,13204.12,2,1
8981,36,1.52,55.79,24.15,M,1º Grau,Exatas,não,0,11986.01,1,1
8982,33,1.48,54.01,24.66,F,3º Grau,Biológicas,sim,1,7525.65,2,2
8983,37,1.52,55.9,24.19,M,Doutorado,Biológicas,sim,1,12238.55,3,2
8984,34,1.48,54.31,24.79,F,2º Grau,Biológicas,sim,1,8286.62,2,2
8985,38,1.55,56.99,23.72,F,2º Grau,Humanas,não,0,14967.11,3,0
8986,22,1.32,47.84,27.46,M,2º Grau,Biológicas,não,0,7910.4,1,2
8987,34,1.49,54.5,24.55,F,1º Grau,Humanas,não,0,8737.59,1,0
8988,42,1.6,58.87,23,M,3º Grau,Exatas,não,0,19685.11,2,1
8989,37,1.52,55.93,24.21,F,Analfabeto,Exatas,não,0,12317.77,1,1
8990,36,1.52,55.74,24.13,F,PósDoc,Biológicas,não,0,11851.66,0,2
8991,20,1.29,46.63,28.02,F,PósDoc,Exatas,não,0,10916.3,0,1
8992,43,1.62,59.63,22.72,M,3º Grau,Exatas,não,0,21571.37,2,1
8993,38,1.55,56.93,23.7,F,PósDoc,Exatas,sim,1,14831.45,3,1
8994,27,1.39,50.61,26.19,M,2º Grau,Exatas,sim,1,963.94,0,1
8995,27,1.39,50.42,26.1,M,3º Grau,Exatas,não,0,1460.19,2,1
8996,37,1.53,56.32,24.06,F,PósDoc,Exatas,não,0,13302.98,3,1
8997,41,1.59,58.61,23.18,M,3º Grau,Humanas,sim,1,19028.59,3,0
8998,32,1.46,53.3,25,M,1º Grau,Humanas,não,0,5738.65,0,0
8999,40,1.57,57.92,23.5,F,2º Grau,Humanas,não,0,17311.89,3,0
9000,36,1.52,55.65,24.09,M,Doutorado,Humanas,não,0,11621.82,3,0
9001,39,1.55,57.04,23.74,F,Analfabeto,Humanas,não,0,15105.32,0,0
9002,35,1.5,55.02,24.45,M,Analfabeto,Humanas,não,0,10049.37,2,0
9003,32,1.45,53.18,25.29,M,PósDoc,Biológicas,não,0,5446.53,1,2
9004,28,1.39,50.74,26.26,F,3º Grau,Biológicas,não,0,640.51,2,2
9005,25,1.36,49.39,26.7,M,PósDoc,Biológicas,sim,1,4016.77,1,2
9006,31,1.44,52.73,25.43,F,Mestrado,Biológicas,sim,1,4335.21,1,2
9007,33,1.47,53.77,24.88,M,2º Grau,Exatas,não,0,6921.46,3,1
9008,35,1.51,55.25,24.23,F,3º Grau,Humanas,não,0,10628.5,0,0
9009,35,1.51,55.26,24.24,M,2º Grau,Exatas,não,0,10644,3,1
9010,34,1.48,54.21,24.75,M,Mestrado,Exatas,não,0,8025.1,3,1
9011,36,1.51,55.42,24.31,F,3º Grau,Humanas,sim,1,11042.18,2,0
9012,48,1.69,62.59,21.91,F,1º Grau,Biológicas,sim,1,28971.56,1,2
9013,32,1.46,53.53,25.11,F,Mestrado,Biológicas,não,0,6331.28,1,2
9014,29,1.41,51.55,25.93,F,1º Grau,Biológicas,não,0,1381.95,1,2
9015,39,1.56,57.31,23.55,M,PósDoc,Humanas,não,0,15782.25,3,0
9016,33,1.46,53.59,25.14,M,3º Grau,Exatas,sim,1,6487.42,1,1
9017,41,1.59,58.71,23.22,M,1º Grau,Biológicas,não,0,19265.96,2,2
9018,33,1.46,53.58,25.14,F,1º Grau,Biológicas,não,0,6439.54,3,2
9019,34,1.48,54.21,24.75,F,2º Grau,Exatas,sim,1,8026.78,1,1
9020,42,1.59,58.72,23.23,M,1º Grau,Humanas,sim,1,19303.47,2,0
9021,31,1.44,52.67,25.4,F,Doutorado,Humanas,sim,1,4169.32,2,0
9022,23,1.32,47.92,27.5,M,2º Grau,Exatas,não,0,7687.57,2,1
9023,39,1.55,57.07,23.75,M,3º Grau,Humanas,não,0,15187.13,0,0
9024,46,1.66,61.29,22.24,F,3º Grau,Biológicas,sim,1,25719.39,1,2
9025,34,1.49,54.68,24.63,M,PósDoc,Humanas,sim,1,9204.27,3,0
9026,37,1.52,55.86,24.18,F,1º Grau,Exatas,sim,1,12158.32,0,1
9027,33,1.47,53.9,24.94,F,Analfabeto,Humanas,não,0,7248.01,1,0
9028,42,1.6,59.14,23.1,M,2º Grau,Biológicas,não,0,20350.07,2,2
9029,39,1.56,57.39,23.58,F,Analfabeto,Biológicas,sim,1,15982.49,3,2
9030,29,1.42,51.86,25.72,F,PósDoc,Exatas,sim,1,2137.93,2,1
9031,40,1.57,57.91,23.49,M,PósDoc,Humanas,não,0,17277.82,3,0
9032,38,1.54,56.67,23.9,F,Analfabeto,Biológicas,não,0,14173.76,0,2
9033,29,1.41,51.48,25.89,F,Doutorado,Exatas,sim,1,1209.18,2,1
9034,35,1.5,55.03,24.46,M,2º Grau,Humanas,não,0,10085.87,3,0
9035,32,1.46,53.32,25.01,M,1º Grau,Humanas,sim,1,5799.33,3,0
9036,23,1.33,48.3,27.31,M,PósDoc,Biológicas,não,0,6759.78,1,2
9037,36,1.52,55.81,24.16,M,1º Grau,Exatas,não,0,12027.07,1,1
9038,32,1.46,53.39,25.05,M,1º Grau,Humanas,sim,1,5967.16,2,0
9039,36,1.52,55.62,24.07,F,Doutorado,Exatas,não,0,11538.12,0,1
9040,36,1.52,55.73,24.12,F,2º Grau,Exatas,sim,1,11833.01,2,1
9041,30,1.42,51.94,25.76,M,Analfabeto,Biológicas,não,0,2348.32,1,2
9042,25,1.36,49.24,26.62,M,3º Grau,Exatas,sim,1,4406.18,1,1
9043,29,1.41,51.43,25.87,M,Doutorado,Humanas,sim,1,1065.39,1,0
9044,33,1.47,53.99,24.98,F,Analfabeto,Humanas,não,0,7463.03,2,0
9045,34,1.48,54.25,24.77,F,1º Grau,Exatas,sim,1,8134.89,2,1
9046,41,1.59,58.51,23.14,F,3º Grau,Biológicas,sim,1,18782.88,0,2
9047,36,1.52,55.83,24.16,F,PósDoc,Humanas,não,0,12068.21,1,0
9048,46,1.65,61.09,22.44,F,Doutorado,Humanas,não,0,25233.7,2,0
9049,32,1.45,53.12,25.27,M,PósDoc,Exatas,sim,1,5305.18,2,1
9050,42,1.6,59.03,23.06,M,2º Grau,Exatas,não,0,20079.38,3,1
9051,36,1.51,55.32,24.26,F,Mestrado,Humanas,não,0,10808.35,3,0
9052,40,1.58,58.1,23.27,M,3º Grau,Exatas,não,0,17748.43,0,1
9053,40,1.57,57.78,23.44,F,Analfabeto,Exatas,não,0,16942.59,3,1
9054,33,1.48,54.1,24.7,M,Mestrado,Biológicas,não,0,7741.19,1,2
9055,39,1.56,57.53,23.64,F,Analfabeto,Biológicas,sim,1,16314.48,3,2
9056,39,1.56,57.55,23.65,F,Analfabeto,Exatas,não,0,16375.39,2,1
9057,29,1.42,51.76,25.67,F,Analfabeto,Exatas,não,0,1890.99,1,1
9058,42,1.6,58.99,23.04,F,PósDoc,Humanas,sim,1,19973.62,1,0
9059,34,1.48,54.18,24.74,F,2º Grau,Biológicas,sim,1,7945.08,3,2
9060,40,1.57,57.93,23.5,M,PósDoc,Humanas,sim,1,17332.14,0,0
9061,43,1.62,59.84,22.8,M,Analfabeto,Biológicas,não,0,22111.12,3,2
9062,32,1.46,53.24,24.98,M,PósDoc,Humanas,sim,1,5599.48,0,0
9063,29,1.42,51.69,25.63,F,2º Grau,Exatas,não,0,1715.81,2,1
9064,44,1.63,60.05,22.6,M,2º Grau,Exatas,não,0,22632.99,0,1
9065,28,1.4,51.13,26.09,F,PósDoc,Humanas,não,0,320.09,3,0
9066,29,1.42,51.63,25.61,M,Analfabeto,Exatas,não,0,1568.32,2,1
9067,37,1.53,56.23,24.02,F,3º Grau,Biológicas,não,0,13065.87,0,2
9068,38,1.54,56.8,23.95,F,1º Grau,Humanas,não,0,14496.74,0,0
9069,37,1.53,56.18,24,F,3º Grau,Humanas,sim,1,12946.82,0,0
9070,37,1.52,55.97,24.23,F,3º Grau,Humanas,não,0,12421.29,2,0
9071,49,1.7,63.19,21.87,M,1º Grau,Biológicas,não,0,30474.58,1,2
9072,36,1.52,55.62,24.07,M,2º Grau,Exatas,não,0,11558.32,1,1
9073,30,1.43,52.31,25.58,M,2º Grau,Humanas,não,0,3285.82,1,0
9074,31,1.44,52.47,25.3,M,Mestrado,Exatas,não,0,3684.93,1,1
9075,28,1.4,51.06,26.05,M,Doutorado,Biológicas,não,0,154.01,1,2
9076,34,1.49,54.48,24.54,F,2º Grau,Biológicas,não,0,8691.63,3,2
9077,30,1.43,52.35,25.6,M,PósDoc,Humanas,não,0,3363.95,1,0
9078,35,1.5,54.87,24.39,M,3º Grau,Humanas,não,0,9663.73,2,0
9079,31,1.44,52.54,25.34,M,1º Grau,Exatas,não,0,3841.28,1,1
9080,43,1.61,59.42,22.92,F,Doutorado,Biológicas,sim,1,21051.19,2,2
9081,40,1.57,57.99,23.53,F,Mestrado,Humanas,sim,1,17463.38,2,0
9082,33,1.48,54.14,24.72,F,Doutorado,Humanas,não,0,7857.01,2,0
9083,43,1.61,59.33,22.89,M,3º Grau,Exatas,não,0,20827.96,1,1
9084,44,1.62,59.9,22.82,M,Doutorado,Biológicas,sim,1,22257.63,0,2
9085,35,1.5,55.1,24.49,F,Analfabeto,Exatas,não,0,10257.18,3,1
9086,38,1.54,56.67,23.9,M,1º Grau,Humanas,não,0,14165.75,0,0
9087,37,1.53,56.02,23.93,M,2º Grau,Biológicas,não,0,12538.24,3,2
9088,38,1.54,56.7,23.91,F,1º Grau,Exatas,não,0,14246.49,2,1
9089,35,1.5,54.88,24.39,M,PósDoc,Humanas,não,0,9698.78,3,0
9090,31,1.45,52.82,25.12,M,Analfabeto,Exatas,não,0,4547.5,0,1
9091,45,1.64,60.73,22.58,F,1º Grau,Humanas,não,0,24321.82,0,0
9092,32,1.46,53.34,25.02,M,1º Grau,Exatas,sim,1,5844.73,3,1
9093,37,1.53,56.13,23.98,M,Analfabeto,Exatas,não,0,12813.27,3,1
9094,36,1.52,55.82,24.16,F,3º Grau,Exatas,sim,1,12045.79,2,1
9095,37,1.53,56.26,24.03,F,PósDoc,Humanas,sim,1,13158.23,2,0
9096,22,1.32,47.74,27.4,F,Mestrado,Humanas,sim,1,8151.18,2,0
9097,22,1.31,47.31,27.57,F,1º Grau,Exatas,sim,1,9228.34,0,1
9098,27,1.39,50.69,26.24,F,Analfabeto,Exatas,não,0,764.97,1,1
9099,28,1.4,51.01,26.03,F,PósDoc,Exatas,não,0,28.81,0,1
9100,15,1.21,43.57,29.76,M,2º Grau,Humanas,não,0,18564.89,1,0
9101,44,1.62,59.96,22.85,F,1º Grau,Biológicas,não,0,22408.51,3,2
9102,34,1.49,54.49,24.54,M,Doutorado,Exatas,não,0,8718.68,2,1
9103,33,1.47,53.87,24.93,F,PósDoc,Humanas,não,0,7171.11,1,0
9104,26,1.37,49.94,26.61,M,2º Grau,Humanas,não,0,2658.53,0,0
9105,36,1.51,55.49,24.34,M,Mestrado,Exatas,não,0,11225.67,0,1
9106,25,1.35,49.02,26.9,F,1º Grau,Exatas,não,0,4954.54,0,1
9107,26,1.37,49.95,26.61,M,2º Grau,Biológicas,não,0,2613.72,0,2
9108,45,1.65,60.85,22.35,F,Mestrado,Humanas,sim,1,24634.39,1,0
9109,39,1.56,57.23,23.52,M,PósDoc,Biológicas,não,0,15567.34,2,2
9110,44,1.62,59.91,22.83,M,Doutorado,Exatas,não,0,22264.14,0,1
9111,36,1.52,55.76,24.13,F,1º Grau,Humanas,não,0,11905.95,1,0
9112,35,1.51,55.21,24.21,M,Doutorado,Humanas,não,0,10526.56,3,0
9113,25,1.35,49.09,26.94,M,Mestrado,Humanas,sim,1,4768.62,3,0
9114,32,1.45,53.05,25.23,M,PósDoc,Humanas,sim,1,5118.12,1,0
9115,39,1.56,57.32,23.55,F,Doutorado,Biológicas,não,0,15800.77,2,2
9116,54,1.77,65.96,21.05,M,PósDoc,Exatas,não,0,37389.19,1,1
9117,36,1.51,55.3,24.25,M,2º Grau,Humanas,sim,1,10756.11,2,0
9118,28,1.4,50.92,25.98,M,Mestrado,Exatas,sim,1,200.14,1,1
9119,36,1.51,55.39,24.29,F,PósDoc,Biológicas,sim,1,10974.19,2,2
9120,23,1.33,48.37,27.34,M,1º Grau,Humanas,não,0,6566.69,3,0
9121,25,1.36,49.32,26.67,F,Mestrado,Humanas,sim,1,4208.38,2,0
9122,45,1.65,60.89,22.37,M,Mestrado,Biológicas,sim,1,24713.11,1,2
9123,30,1.42,51.93,25.75,M,3º Grau,Exatas,sim,1,2325.12,2,1
9124,29,1.42,51.65,25.61,F,Doutorado,Biológicas,não,0,1620.74,1,2
9125,38,1.54,56.66,23.89,F,1º Grau,Biológicas,sim,1,14153.16,1,2
9126,40,1.57,57.92,23.5,F,Mestrado,Humanas,não,0,17290.68,3,0
9127,34,1.49,54.44,24.52,F,PósDoc,Humanas,sim,1,8593.93,2,0
9128,33,1.47,53.85,24.92,F,PósDoc,Humanas,não,0,7123.44,2,0
9129,38,1.55,56.8,23.64,F,Analfabeto,Biológicas,não,0,14501.81,3,2
9130,33,1.47,53.72,24.86,F,PósDoc,Humanas,sim,1,6787.94,3,0
9131,35,1.5,55.12,24.5,F,Doutorado,Biológicas,sim,1,10294.11,0,2
9132,34,1.49,54.57,24.58,F,Mestrado,Exatas,sim,1,8932.35,2,1
9133,39,1.55,57.1,23.77,M,3º Grau,Humanas,sim,1,15261.21,3,0
9134,32,1.46,53.22,24.97,F,Doutorado,Biológicas,sim,1,5561.92,2,2
9135,32,1.46,53.39,25.05,F,1º Grau,Humanas,não,0,5970.04,1,0
9136,36,1.52,55.8,24.15,F,3º Grau,Exatas,não,0,11995.79,1,1
9137,29,1.42,51.67,25.62,F,Mestrado,Exatas,não,0,1679.81,3,1
9138,31,1.44,52.53,25.33,F,Analfabeto,Humanas,sim,1,3825.91,1,0
9139,52,1.74,64.61,21.34,F,1º Grau,Biológicas,não,0,34031.81,2,2
9140,37,1.53,56.09,23.96,F,Analfabeto,Biológicas,sim,1,12729.55,3,2
9141,36,1.51,55.39,24.29,F,Doutorado,Exatas,não,0,10983.19,2,1
9142,34,1.48,54.24,24.76,M,2º Grau,Humanas,sim,1,8105.34,0,0
9143,31,1.44,52.8,25.46,F,1º Grau,Exatas,não,0,4490.92,2,1
9144,35,1.5,55.06,24.47,M,2º Grau,Exatas,sim,1,10141.98,1,1
9145,30,1.42,51.98,25.78,F,3º Grau,Exatas,não,0,2444.67,3,1
9146,42,1.6,58.88,23,F,Doutorado,Humanas,não,0,19694.6,2,0
9147,36,1.51,55.49,24.34,F,2º Grau,Humanas,não,0,11225.91,0,0
9148,31,1.45,52.96,25.19,M,Analfabeto,Biológicas,não,0,4887.91,0,2
9149,44,1.62,59.88,22.82,F,2º Grau,Humanas,sim,1,22193.56,0,0
9150,40,1.57,57.87,23.48,M,Analfabeto,Biológicas,não,0,17176.31,1,2
9151,33,1.48,54.11,24.7,M,PósDoc,Exatas,não,0,7784.79,0,1
9152,38,1.54,56.47,23.81,M,1º Grau,Humanas,sim,1,13662.57,0,0
9153,39,1.56,57.21,23.51,M,Doutorado,Humanas,não,0,15524.87,2,0
9154,37,1.53,56.22,24.02,F,2º Grau,Exatas,não,0,13038.5,3,1
9155,33,1.47,53.93,24.96,F,Analfabeto,Exatas,não,0,7328,1,1
9156,12,1.17,41.66,30.43,M,Doutorado,Humanas,sim,1,23351.08,1,0
9157,38,1.54,56.7,23.91,F,Mestrado,Biológicas,não,0,14250.23,2,2
9158,49,1.7,63.03,21.81,M,Mestrado,Exatas,não,0,30063.31,0,1
9159,26,1.38,50.06,26.29,M,Doutorado,Humanas,não,0,2339.61,1,0
9160,37,1.52,55.98,24.23,M,3º Grau,Humanas,não,0,12457.73,2,0
9161,32,1.46,53.23,24.97,M,1º Grau,Humanas,não,0,5563.38,2,0
9162,30,1.43,52.13,25.49,F,Doutorado,Humanas,não,0,2820.81,2,0
9163,42,1.6,58.82,22.98,F,2º Grau,Exatas,não,0,19552.71,3,1
9164,22,1.31,47.4,27.62,M,PósDoc,Biológicas,não,0,9001.38,2,2
9165,38,1.54,56.76,23.93,F,Analfabeto,Humanas,sim,1,14409.73,2,0
9166,32,1.46,53.48,25.09,M,1º Grau,Biológicas,não,0,6201.06,2,2
9167,52,1.74,64.51,21.31,M,2º Grau,Humanas,não,0,33767.6,3,0
9168,38,1.54,56.68,23.9,M,2º Grau,Exatas,sim,1,14201.32,3,1
9169,42,1.61,59.27,22.87,M,3º Grau,Biológicas,sim,1,20672.94,0,2
9170,25,1.36,49.27,26.64,F,3º Grau,Humanas,não,0,4317.29,3,0
9171,43,1.61,59.55,22.97,F,2º Grau,Humanas,sim,1,21375.86,2,0
9172,25,1.36,49.52,26.77,F,Doutorado,Exatas,não,0,3711.21,1,1
9173,40,1.57,57.7,23.41,F,3º Grau,Biológicas,sim,1,16748.13,1,2
9174,35,1.49,54.76,24.67,M,1º Grau,Biológicas,não,0,9394.84,0,2
9175,38,1.55,56.91,23.69,M,2º Grau,Biológicas,não,0,14773.04,2,2
9176,23,1.32,47.98,27.54,F,1º Grau,Humanas,não,0,7555.64,1,0
9177,37,1.53,56.24,24.02,M,Mestrado,Biológicas,não,0,13106.78,3,2
9178,39,1.55,57.17,23.8,M,3º Grau,Exatas,não,0,15425.54,3,1
9179,34,1.48,54.32,24.8,M,PósDoc,Humanas,não,0,8287.76,0,0
9180,38,1.55,56.9,23.68,M,Mestrado,Exatas,não,0,14740.64,0,1
9181,43,1.62,59.84,22.8,M,1º Grau,Exatas,não,0,22102.67,3,1
9182,38,1.55,56.82,23.65,F,Analfabeto,Humanas,não,0,14541.65,3,0
9183,37,1.53,56.18,24,M,Analfabeto,Exatas,não,0,12955.01,3,1
9184,27,1.38,50.22,26.37,M,Doutorado,Biológicas,sim,1,1955.79,0,2
9185,32,1.45,53.05,25.23,F,PósDoc,Humanas,sim,1,5122.98,2,0
9186,39,1.56,57.34,23.56,F,Analfabeto,Humanas,não,0,15860.19,3,0
9187,35,1.5,55.1,24.49,M,PósDoc,Biológicas,não,0,10240.41,3,2
9188,35,1.5,55.19,24.53,M,Analfabeto,Humanas,não,0,10479.89,0,0
9189,50,1.72,63.7,21.53,F,Mestrado,Biológicas,não,0,31742.11,0,2
9190,42,1.6,59.06,23.07,F,2º Grau,Exatas,não,0,20162.25,0,1
9191,36,1.52,55.81,24.16,M,Analfabeto,Biológicas,não,0,12013.95,1,2
9192,36,1.51,55.44,24.31,F,Doutorado,Biológicas,não,0,11089.23,2,2
9193,42,1.6,58.9,23.01,F,1º Grau,Humanas,sim,1,19742.66,1,0
9194,32,1.45,53.09,25.25,F,Doutorado,Biológicas,não,0,5226,3,2
9195,38,1.55,56.88,23.68,F,2º Grau,Humanas,não,0,14699.17,0,0
9196,32,1.46,53.5,25.1,F,3º Grau,Humanas,sim,1,6239.77,2,0
9197,30,1.43,52.12,25.49,M,2º Grau,Biológicas,não,0,2806.65,2,2
9198,28,1.4,50.88,25.96,F,3º Grau,Exatas,não,0,306.62,1,1
9199,42,1.6,59.16,23.11,M,2º Grau,Humanas,não,0,20409.25,3,0
9200,44,1.63,60.25,22.68,F,1º Grau,Biológicas,sim,1,23119.35,0,2
9201,42,1.6,59.15,23.11,F,3º Grau,Biológicas,não,0,20384.07,1,2
9202,33,1.48,54.12,24.71,M,2º Grau,Humanas,sim,1,7802.8,2,0
9203,35,1.5,55.1,24.49,M,3º Grau,Humanas,sim,1,10247.4,0,0
9204,39,1.56,57.54,23.64,M,Doutorado,Exatas,não,0,16359.39,3,1
9205,39,1.56,57.35,23.57,F,2º Grau,Exatas,sim,1,15875.85,1,1
9206,27,1.39,50.55,26.16,M,3º Grau,Humanas,sim,1,1128.71,1,0
9207,43,1.62,59.71,22.75,F,Doutorado,Exatas,não,0,21777.39,0,1
9208,36,1.52,55.78,24.14,M,Doutorado,Biológicas,sim,1,11950.74,3,2
9209,49,1.7,63.17,21.86,F,Mestrado,Exatas,sim,1,30413.9,2,1
9210,37,1.53,56.09,23.96,M,PósDoc,Humanas,sim,1,12733.98,3,0
9211,45,1.64,60.75,22.59,F,1º Grau,Humanas,sim,1,24376.15,1,0
9212,37,1.53,56.04,23.94,F,Mestrado,Biológicas,não,0,12605.41,2,2
9213,37,1.52,55.96,24.22,F,1º Grau,Exatas,não,0,12390.71,2,1
9214,36,1.51,55.36,24.28,M,1º Grau,Humanas,sim,1,10907.88,0,0
9215,51,1.73,64.07,21.41,M,PósDoc,Humanas,não,0,32663.71,0,0
9216,35,1.51,55.24,24.23,M,PósDoc,Humanas,sim,1,10604.98,3,0
9217,41,1.59,58.42,23.11,F,PósDoc,Humanas,sim,1,18557.89,0,0
9218,25,1.36,49.41,26.71,M,1º Grau,Humanas,não,0,3980.9,1,0
9219,39,1.55,57.01,23.73,F,PósDoc,Exatas,não,0,15031.43,3,1
9220,26,1.37,49.77,26.52,M,1º Grau,Biológicas,não,0,3069.76,0,2
9221,41,1.59,58.69,23.22,M,2º Grau,Humanas,não,0,19227.46,1,0
